ID,Project,Subject,"Change Order #","Client CO #","Invoice #",Actions,Status,Total,"Paid Total",Balance,"Scope of Work",Exclusion,"Labor Breakdown_type","Labor Breakdown_quantity","Labor Breakdown_hours","Labor Breakdown_rate","Material Breakdown_type","Material Breakdown_quantity","Material Breakdown_unit","Material Breakdown_rate","Equipment Breakdown_type","Equipment Breakdown_quantity","Equipment Breakdown_unit","Equipment Breakdown_rate"
588,shvo-showroom,"Reskim and Patch Light/ Elevator Lobby",23,59,,Paid,Closed,5805.0055385,4651.62,1153.3855385,"Provide Labor and material to cut open for new lights at EL Lobby and repatch and skim when lights where installed",,"Tapers,Carpenters","1,1","14,17","160,165",,,,,,,,
589,shvo-showroom,"Reframe Fascia Soffit due to Duct work Conflicts",24,60,,Paid,Closed,660,660,0,"Provide Labor to Reframe Fascia and soffit at display area due to Duct Work conflicts.",,Carpenters,1,4,165,,,,,,,,
590,shvo-showroom,"Provide Structural Support for Fire Place",25,61,,Paid,Closed,1780.00053,1040,740.00053,"Provide Labor and Material to open ceiling and add additional structural support for fire place at lounge",,Carpenters,1,7,165,,,,,,,,
591,shvo-showroom,"Labor and Material 07/13/17",26,62,,Paid,Closed,1155,1155,0,"Provide Labor and material to work at Crown Building on 07/13/2017 per Esads Direction",,Carpenters,1,7,165,,,,,,,,
592,nyu-gallatin-715-719-broadway-7th-floor,"Chase Out Wall at Water Fountain",3,17029,,Paid,Closed,2616.25,2616,0.25,"Chase out wall at corr 721cc at water fountain",,"Tapers,Carpenters","1,1","7,7","160,165",,,,,,,,
596,phillip-morris-120-park-ave-7th-floor,"Modify Drywall Header at Conference Room",9,17038,,Paid,Closed,1311,1311,0,"Provide Labor and Material T o remove wall molding and build out soffit at conference room per L&K's direction ",,"Tapers,Carpenters","1,1","3,4","160,165",,,,,,,,
597,cw-bike-room-1211-6-ave,"Add Diamond Plate",1,17035,,Paid,Closed,3700,3700,0,"Provide Labor and Material to add 3 piece of diamond plate


",Blocking,Carpenters,2,10,165,,,,,,,,
598,nyu-gallatin-715-719-broadway-7th-floor,"Nib Wall",7,17029,,Paid,Closed,2275,2275,0,"Provide Labor and Material to build wall in room 701 ",,"Tapers,Carpenters","1,1","7,7","160,165",,,,,,,,
599,nyu-gallatin-715-719-broadway-7th-floor,"Build wall Staircase D",8,17029,,Paid,Closed,2275,2275,0,"Provide Labor and Material to Build/Patch wall @ staircase D ",,"Tapers,Carpenters","1,1","7,7","160,165",,,,,,,,
601,nyu-langone-360-park-ave-south-6-7-8th-floor,"F/I New Ceiling Tile",10,17016,,Paid,Closed,245000,245000,0,"6th Floor
1. (Blue Area) F/I New Ceiling Tile: $53,004
2. (Green Area) Reinstall Existing Tile: $10,560
3. Alternate (Green Area) Install New Tile:  $18,480

7th Floor
1. (Blue Area) F/I New Ceiling Tile: $45,501
2. (Green Area) Reinstall Existing Tile: $12,360
3. Alternate (Green Area) Install New Tile:  $21,630

9th Floor
1. (Blue Area) F/I New Ceiling Tile: $35,700
2. (Green Area) Reinstall Existing Tile: $16,280
3. Alternate (Green Area) Install New Tile:  $28,490

10th Floor
1. (Blue Area) F/I New Ceiling Tile: $37,345
2. (Green Area) Reinstall Existing Tile: $16,248
3. Alternate (Green Area) Install New Tile: $28,248 


Total Blue and Green Area Excluding Alternate: $226,9
ADJUSTED TO 245k",,Foreman,,,,,,,,,,,
602,shvo-showroom,"Build Out Walls",27,63,,Paid,Closed,1040,1040,0,"Provide Labor and Material to Build out Walls @ Foyer for Stone

2625",,Foreman,,,,,,,,,,,
603,shvo-showroom,"Cut Back Base @ Bar",28,64,,Paid,Closed,2610,2610,0,"Provide Labor and Material to cut back base @ bar and lounge area to create 2'' recessed Base.

$4876.

",,Foreman,,,,,,,,,,,
604,shvo-showroom,"Cut Openings",29,65,,Paid,Closed,1320,1320,0,"Provide Labor and material to cut out openings for (10) 1x1 access doors @ bar and lounge area


Was originally 3670.",,Foreman,,,,,,,,,,,
614,flushing-bank,credit,3,17025,,Paid,Closed,-6666,-6666,0,"Provide cedit to delete soffit around perimeter of interior space. walls will remain per our meeting on 06/28/2017

147lf x $40 = -$5880
924 sf batt insulation @ .85 = -786
Total Credit -$6,666",,Foreman,,,,,,,,,,,
623,phillip-morris-120-park-ave-7th-floor,"Patch Drywall and Soffits",78,17038,,Paid,Closed,0,6860,-6860,"Jimmy wrote up ",,Foreman,,,,,,,,,,,
629,17046,"Drywall and acoustics",79,17046,,Paid,Closed,13400,13400,0,"Drywall and Acoustics",,Foreman,,,,,,,,,,,
631,17046,"Drywall and Carpentry",2,17046,,Paid,Closed,6000,6000,0,"Drywall and Carpentry",,Foreman,,,,,,,,,,,
642,,"Tickets that are all Paid ",80,,,Paid,Closed,0,14740,-14740,,,,,,,,,,,,,,
643,,"Credit ",81,00,,Paid,Closed,-9000,-9000,0,,,Foreman,,,,,,,,,,,
650,flushing-bank,"Fur Out West Wall",5,17025,,Paid,Closed,3325,3823,-498,"Provide Labor & Material to Fur Out and Rock West Wall on Top of Vault per George Lukins Direction ",,"Carpenters,Tapers","1,1","14,7","160,155",,,,,,,,
651,gods-we-love-deliver,"Change Order",2,17022,,Paid,Closed,2625.00875,2625,0.00874999999996,"1 Carpenter 7 Hours
1 Taper 7 Hours",,"Carpenters,Tapers","1,1","7,7","165,160",,,,,,,,
658,phillip-morris-120-park-ave-7th-floor,"Ticket 1424",20,3,,Paid,Closed,0,17080,-17080,Ticket-1424,,,,,,,,,,,,,
665,nyu-langone-360-park-ave-south-6-7-8th-floor,"Additional Sheetrock Ceilings 106",12,17016,,Paid,Closed,13640,13640,0,"Provide Labor and Material to install additional sheetrock ceilings, grid & soffits per c516 106",,Foreman,,,,,,,,,,,
666,nyu-langone-360-park-ave-south-6-7-8th-floor,"Additional Sheetrock Ceilings 105",13,17016,,Paid,Closed,14660,14660,0,"Provide Labor and Material to install additional sheetrock ceilings, grid and soffits per c516 105",,Foreman,,,,,,,,,,,
670,phillip-morris-120-park-ave-7th-floor,"Temporary Ceiling Tile",10,17038,,Paid,Closed,3420,3420,0,"Furnish and install 720 square foot of temporary 2x4 tile as a tempoary solution until Aktura Ceiling Tile arrives.",,Foreman,,,,,,,,,,,
672,groupm-build-out-3-wtc,"Modify Hoist Return",5,10,,Paid,Closed,2114,2114,0,"Provide labor and material to modify hoist return on 15/16 floor per JRM's direction.",,,1,16,151,,,,,,,,
674,groupm-build-out-3-wtc,"F/I Handrails at Stairs Location and modify Elevator",7,7,,Paid,Closed,7055.7921,7055,0.792100000001,"Provide Labor and Material to furnish and install handrails @ stairs location and modify elevator lobby ramp",,Carpenters,2,21,151,,,,,,,,
675,groupm-build-out-3-wtc,"F/I Toilet Accessories",8,23,,Paid,Closed,330,330,0,"Furnish and install shampoo/soap dispenser and robe hooks at shower
",,,1,7,151,,,,,,,,
677,esb-prebuilt-45-46-floor,"46th Floor",7,10,,Paid,Closed,10800,10800,0,"Patching suite 4630 tenant work as per Heinz Liu email. ",,Foreman,,,,,,,,,,,
687,nyu-gallatin-715-719-broadway-7th-floor,"Tickets PO",101,100,,Paid,Closed,0,8909,-8909,,,,,,,,,,,,,,
690,cw-bike-room-1211-6-ave,"Install Soffit",2,2,,Paid,Closed,3700,3700,0,"Provide Labor and Material to install 30 LF of soffit on south side of the space.",,"Carpenters,Tapers","2,1","7,7","165,160",,,,,,,,
697,nyu-langone-360-park-ave-south-6-7-8th-floor,"Overtime Sat 09/23",16,16,,Paid,Closed,4000,4000,0,"Provide Labor and Material to work overtime on Saturday 09/23 per J.T Magen request ",,Carpenters,,,,,,,,,,,
703,nyu-langone-360-park-ave-south-6-7-8th-floor,"Modify Window Pockets",17,19,,Paid,Closed,14665,14665,0,"Modify perimeter window pockets to align with new ceiling heights
small section between columns D&E on the 7th Floor 
All of 8th Floor, various conditions raise in some locations and drop in others.

$1,305 + $13,360= $14,665
",,Foreman,,,,,,,,,,,
715,nyu-gallatin-715-719-broadway-7th-floor,"F/I MDF Panels",10,10,,Paid,Closed,3300,3300,0,"to furnish and install MDF panels in liev of cement panels that are arriving in October",,Carpenters,1,16,165,,,,,,,,
716,shvo-showroom,"Open up ceilings for light fixtures",33,33,,Paid,Closed,2575.00425,2575,0.00424999999996,"Provide labor and material to cut open ceilings so light fixtures could be shifted over to center of entrance ",,"Carpenters,Tapers","1,1","7,7","165,160",,,,,,,,
717,shvo-showroom,"Tape-able Light Fixtures",34,34,,Paid,Closed,1500.0064,1500,0.00639999999999,"Provide labor and material to tape in tape-able light fixtures north and south of fireplace ",,Tapers,1,8,160,,,,,,,,
720,shvo-showroom,"Reception area",35,35,,Paid,Closed,1696.25,1696,0.25,"Work at reception area",,"Tapers,Carpenters","1,1","7,2","165,160",,,,,,,,
721,nyu-gallatin-715-719-broadway-7th-floor,Reveals,36,0,,Paid,Closed,4788,4788,0,"Provide labor and material to install reveals at 4 locations. The extra reveals would provide a clean framing device for the artwork and would protect the edge of the artwork. The reveal should run from the top of the wall to the baseboard",,"Tapers,Carpenters","1,2","8,6","150,160",,,,,,,,
722,fitness-center-8-campus-dr,"CO'S 6-16",18,17021758,,Paid,Closed,31553,31553,0,"co's 6-16",,Foreman,,,,,,,,,,,
724,3-exchange-place-lobby,"Ticket 0910",0910,0910,,Paid,Closed,0,1155,-1155,Ticket,,,,,,,,,,,,,
725,piggyback-bar-2-exchange-place,"Ticket 0909",0909,0909,,Paid,Closed,0,4550,-4550,"Ticket 0909",,,,,,,,,,,,,
727,flushing-bank,"Build out bump",6,6,,Paid,Closed,1015.0026,1015,0.00260000000003,"Build out bump to avoid cocnflicts with beam ",,"Carpenters,Tapers","1,1","4,2","160,150",,,,,,,,
728,flushing-bank,"Buil out soffits in room",7,7,,Paid,Closed,2109.99954,2109,0.99954,"Build out soffits in room 008 in ceiling on north & east side ",,"Carpenters,Tapers","1,1","7,5","160,150",,,,,,,,
729,flushing-bank,"Column conflicts in cellar",8,8,,Paid,Closed,858,858,0,"Build out column due to column conflicts in cellar ",,"Foreman,Tapers","1,1","3,2","160,150",,,,,,,,
730,flushing-bank,"Build Out soffits at corridor 10",9,9,,Paid,Closed,1905.0032,1905,0.00320000000011,"Provide labor and material to build out soffits at corridor 010 in cellar",,"Carpenters,Tapers","1,1","7,4","160,150",,,,,,,,
731,flushing-bank,"Build out soffit at corridor 17",10,10,,Paid,Closed,1565.0718,1565,0.0717999999999,"Provide labor to build out soffit at corridor 017 in basement",,"Carpenters,Tapers","1,1","6,3","160,150",,,,,,,,
732,flushing-bank,"Build out soffits in bathroom cellar",11,11,,Paid,Closed,2800,2800,0,"Provide Labor and Material to build out soffits in bathroom 013 in cellar ",,"Carpenters,Tapers","2,1","5,6","160,150",,,,,,,,
733,flushing-bank,"Ductwork in Janitor closet",12,12,,Paid,Closed,1264.999936,1264,0.999936,"Build out column to enclose ductwork in janitor closet on 1st floor ",,"Carpenters,Tapers","1,1","4,3","160,150",,,,,,,,
734,flushing-bank,"Extend sheetrock cover",13,13,,Paid,Closed,879.999978,879,0.999978,"Provide labor to extend sheetrock to cover",,"Tapers,Carpenters","1,1","2,3","150,160",,,,,,,,
742,credit-suisse-re-stack,"Bulletin #1",10,0,,Paid,Closed,2900,2900,0,"Bulletin 1 in CO folder",OT,"Carpenters,Foreman","1,","14,","160,",,,,,,,,
747,groupm-build-out-3-wtc,"Furr out at elevator",9,39,,Paid,Closed,5580,5580,0,"On the 16th floor, provide labor and material to furr out, around and above the north side of the Bank B elevator lobby 40 LF.

",,,,,,"Lift,Furring Wall,Supervison,Truck Driver","1,40,2,3","Lift,LF,Hours,Hours","300,155,165,125",,,,
748,nyu-langone-360-park-ave-south-6-7-8th-floor,"Rebuild Soffits at Pantry",18,18,,Paid,Closed,3696.000195,3696,0.000195000000076,"Provide Labor and Material to rebuild soffits @ pantry 6-001 per JTM request ",,"Carpenters,Tapers","1,1","14,5","165,160",,,,,,,,
751,weill-cornell,"Ceiling Grille",22,0,,Paid,Closed,1120,1288,-168,"Provide labor and material to cut in for ceiling grille and support. ",OT,Carpenters,1,7,160,,,,,,,,
752,3-exchange-place-lobby,"Install fire rated doors",50,50,,Paid,Closed,13000,13000,0,"Provide labor and material to install 4 sets of fire rated doors at corridors and extend soffit at glass partition",,Carpenters,,,,,,,,,,,
754,nyu-langone-360-park-ave-south-6-7-8th-floor,"Add Alunium Header",20,20,,Paid,Closed,5640.75,5640,0.75,"Provide Labor and Material to add alunium to header for support eight floor",,"Carpenters,Tapers","1,1","21,9","165,160",,,,,,,,
758,nyu-langone-360-park-ave-south-6-7-8th-floor,"Rebuild Wall @ south side of Bathroom",22,22,,Paid,Closed,2030.00037,2030,0.000369999999975,"Provide Labor and material to demo and rebuild wall at south side of ADA bathroom",,"Carpenters,Tapers","1,1","6,4","165,160",,,,,,,,
759,nyu-langone-360-park-ave-south-6-7-8th-floor,"Replace Column",23,23,,Paid,Closed,1711.6328965,1711,0.6328965,"Provide Labor and material to replace column at northwest corner (by stair B) of 7th floor. per JTM request",,"Carpenters,Tapers","1,1","5,4","165,160",,,,,,,,
762,nyu-langone-360-park-ave-south-6-7-8th-floor,"Corner Guards",24,0,,Paid,Closed,37500,37500,0,"1"" x 1"" Stainless steel #304 x 16ga Corner guard detail at exposed column corners 6,7,8,9,10th floor (375)

Labor: $60 
Material: $40",OverTime,Foreman,,,,,,,,,,,
763,17-040-nyu-langone-1-park-ave-6th-10th-floor,"Build soffit at perimiter @ N.E side of phase 3",6,17,,Paid,Closed,8320,8320,0,"Provide Labor and Material to Build soffits @ perimiter N.E side of phase 3. 160 LF",,,,,,,,,,,,,
764,17-040-nyu-langone-1-park-ave-6th-10th-floor,"Corner guard detail exposed at column",3,3,,Paid,Closed,9000,9000,0,"1'' x 1'' Stainless Steel #304 x 16ga Corner Guard detail at exposed column
 corners 6th floor (90)   $9000.00

Labor $60.00 Material: $40.00",,Foreman,,,,,,,,,,,
766,17-040-nyu-langone-1-park-ave-6th-10th-floor,"Corner Guard Detail at Column",5,5,,Paid,Closed,13000,13000,0,"1"" x 1"" Stainless Steel #304 x 16ga Corner Guard Detail at exposed column
Corners  10th Floor (130) $13,000.00

Labor $60.00 Material $40.00",,Foreman,,,,,,,,,,,
774,nyu-gallatin-715-719-broadway-7th-floor,"Remove &amp; Reinstall Panels",11,11,,Paid,Closed,3752.44,3752,0.44,"Remove and reinstall panels due to balancer ",,,2,21,165,,,,,,,,
778,3-exchange-place-lobby,"1840 is CO and 1840 is change order on 1 Base PO",100,1,,Paid,Closed,1840,1840,0,,,Foreman,,,,,,,,,,,
780,bny-101-barclay-st-5th-floor,Credit,100,100,,Paid,Closed,-1270,-1270,0,"	
Change P-A (2-ply header) to P-B (4-ply header with wall below raised floor-59lf +$4,500.00
Change Office 5Q20 and closet 5P20 to Copy 5Q20 ($2,090.00)
Copy 5N24: Change A3A front to P-A Header ($880.00)
Change Copy 5P07 to Office 5N07 No change
Change Coat 5Q07 & Office 5Q06 to Coat & Copy +$2,000.00
Delete (8) access doors in sheetrock ceiling ($4,800.00)

CREDIT TOTAL ……………….($1,270.00)",,Foreman,,,,,,,,,,,
781,medical-center-harborside-plaza-2-1st-floor,"PO for 11455",100,100,,Paid,Closed,11455,11455,0,,,Foreman,,,,,,,,,,,
786,shvo-showroom,"Copy room Cabinet",36,36,,Paid,Closed,1327.38,1327.38,0,"Provide Labor and Material to install copy room cabinets",,,1,7,165,,,,,,,,
788,nyu-gallatin-715-719-broadway-7th-floor,"Top off walls in room",12,12,,Paid,Closed,4186,4186,0,"Provide labor and material to top off walls in room per Connor Fox's direction.
",,",","1,1","21,14","165,160",,,,,,,,
789,credit-suisse-re-stack,"Blocking For TVs",4,,,Paid,Closed,5416.8,5416,0.8,"Provide labor and material to install blocking for 3 TV's on 4th Floor per Adams request on 10/12/17 (Email). Price for OT",,"Carpenters,Tapers","2,1","8,8","205,200",,,,,,,,
806,nyu-langone-360-park-ave-south-6-7-8th-floor,"Ticket 0705 ",0912,0046,,Paid,Closed,0,2254,-2254,"Frame nitch under low partition to align with adjacent walls",,,,,,,,,,,,,
808,nyu-langone-360-park-ave-south-6-7-8th-floor,"Ticket 0709",0913,0047,,Paid,Closed,0,1127,-1127,"Frame and build new wall. Fur out existing wall to match new wall on 6th floor.",,,,,,,,,,,,,
818,nyu-langone-360-park-ave-south-6-7-8th-floor,"KF Light Fixture",27,20,,Paid,Closed,8000,8000,0,,,Foreman,,,,,,,,,,,
822,credit-suisse-re-stack,"Grid Work - 4th Floor",6,0,,Paid,Closed,4920,4920,0,"Provide labor and material to reconfigure the grid to accommodate the new light on the 4th floor, priced on OT. See sketch in email on Oct 13th with Chris H. 
",,Carpenters,2,10,205,,,,,,,,
832,nyu-langone-360-park-ave-south-6-7-8th-floor,ticket,0706,0706,,Paid,Closed,0,2254,-2254,,,,,,,,,,,,,,
847,esb-prebuilt-45-46-floor,"Open and close drywall ceiling",8,8,,,Open,2775.001775,0,2775.001775,"Opening, closing and patching of a hole in the IT room of the 46th floor of the empire state building to allow for electrician to run a conduit to allow for the electrician to run a conduit to the home run",,"Carpenters,Tapers","1,1","7,7","165,160",,,,,,,,
848,17-045-1633-broadway-fls-14-17,"Install 5 additional Cartons of tiles",001,001,,Paid,Closed,2055.000255,2055,0.000254999999925,"Provide labor and material to install 5 additional cartons of tiles above and beyond base scope",,Carpenters,1,7,165,,,,,,,,
850,nyu-gallatin-715-719-broadway-7th-floor,Tickets,170034,170034,,Paid,Closed,0,9566,-9566,"Tickets as per the attached work orders",,,,,,,,,,,,,
853,17-051-scotia-bank-250-vesey-st-23rd-floor,"Floor trough",2,0,,Paid,Closed,1600,1600,0,"Provide labor and material to support floor trough per BM request on 23rd floor. ",,,1,7,205,,,,,,,,
855,nyu-langone-360-park-ave-south-6-7-8th-floor,"Patch ACT Ceilings 6,7,9,10",27,27,,Paid,Closed,5865,2932.5,2932.5,"Provide labor and material to patch ACT Ceilings and misc D.W patch per walk through with Dalton and Brent on 10/25.

1 Carpenter X 21 hours X 165= $3,465
1 Taper X 10 hours X 160=$1,600
Materials=$800
=$5,865.
Received 50 % on 12/18. 
Final amount = $2,932.50",,,,,160,,,,,,,,
